album_slug,album_zh,region,seq,new_filename,original_filename,taken_at,caption,poi,road,quarter,district,lat,lon,width,height,bytes,status
_duplicates/tsim-sha-tsui,,,0,IMG_2869.HEIC,IMG_2869.HEIC,2024-07-20 19:34:57,,,星光大道,,尖沙咀,22.293158,114.17298,4032,3024,1701310,duplicate
_duplicates/braemar-hill,,,0,IMG_3402.HEIC,IMG_3402.HEIC,2024-07-25 18:56:56,金督驰马径,金督驰马径,金督驰马径,炮台山,东区,22.279253,114.198433,4032,3024,1427201,duplicate
_duplicates/braemar-hill,,,0,IMG_3492.HEIC,IMG_3492.HEIC,2024-07-25 19:14:38,,,金督驰马径,炮台山,东区,22.278478,114.198775,4032,3024,1514365,duplicate
_duplicates/braemar-hill,,,0,IMG_3494.HEIC,IMG_3494.HEIC,2024-07-25 19:15:49,,,金督驰马径,炮台山,东区,22.278463,114.198883,3933,2949,1145516,duplicate
_duplicates/braemar-hill,,,0,IMG_3513.HEIC,IMG_3513.HEIC,2024-07-25 19:17:30,,,金督驰马径,炮台山,东区,22.278433,114.198775,3993,2995,1074810,duplicate
_duplicates/braemar-hill,,,0,IMG_3518.HEIC,IMG_3518.HEIC,2024-07-25 19:17:42,,,金督驰马径,炮台山,东区,22.278445,114.198762,4032,3024,1031092,duplicate
_duplicates/braemar-hill,,,0,IMG_3560.HEIC,IMG_3560.HEIC,2024-07-25 19:21:59,,,金督驰马径,炮台山,东区,22.27845,114.19873,4008,3006,1599826,duplicate
_duplicates/braemar-hill,,,0,IMG_3578.HEIC,IMG_3578.HEIC,2024-07-25 19:24:54,,,金督驰马径,炮台山,东区,22.278437,114.198762,4032,3024,1567219,duplicate
_duplicates/braemar-hill,,,0,IMG_3612.HEIC,IMG_3612.HEIC,2024-07-25 19:27:46,,,金督驰马径,炮台山,东区,22.278442,114.19877,4032,3024,1530109,duplicate
_duplicates/yaumatei-mongkok,,,0,IMG_6961.JPG,IMG_6961.JPG,2025-10-16 18:19:58,香港理工大学西九龙校园,香港理工大学西九龙校园,海庭道,渡船角,油麻地,22.312867,114.165055,4032,3024,3002561,duplicate
_duplicates/hkust,,,0,IMG_2498.HEIC,IMG_2498.HEIC,2026-09-05 18:08:33,小蜜蜂幼稚园,小蜜蜂幼稚园,共振桥,,亚公湾,22.333587,114.266875,4032,3024,1064690,duplicate
shek-kip-mei,石硖尾・深水埗,香港 九龙,1,20240113-143444.heic,IMG_4008.HEIC,2024-01-13 14:34:44,中华基督教会深爱堂,中华基督教会深爱堂,窝仔街,大坑东,石硖尾,22.33155,114.168512,4032,3024,3241654,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,2,20240118-125701.heic,IMG_4134.HEIC,2024-01-18 12:57:01,美山楼,美山楼,巴域街,元洲,石硖尾,22.332058,114.165703,4032,3024,1829367,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,3,20240130-120355.heic,IMG_4387.HEIC,2024-01-30 12:03:55,大坑东,,达之路,大坑东,石硖尾,22.33645,114.17405,3855,2891,2211501,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,4,20240214-115549.heic,IMG_4735.HEIC,2024-02-14 11:55:49,元洲,第22座,白田街,元洲,石硖尾,22.333225,114.164161,4032,3024,2103261,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,5,20240214-115629.heic,IMG_4736.HEIC,2024-02-14 11:56:29,元洲,第21座,巴域街,元洲,石硖尾,22.333083,114.164681,4032,3024,1987448,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,6,20240214-115700.heic,IMG_4739.HEIC,2024-02-14 11:57:00,元洲,第21座,巴域街,元洲,石硖尾,22.333047,114.164803,4032,3024,2687963,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,7,20240214-115712.heic,IMG_4740.HEIC,2024-02-14 11:57:12,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164725,4032,3024,2701465,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,8,20240214-115744.heic,IMG_4743.HEIC,2024-02-14 11:57:44,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164725,4032,3024,2380893,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,9,20240214-115755.heic,IMG_4744.HEIC,2024-02-14 11:57:55,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164725,4032,3024,2311733,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,10,20240214-115804.heic,IMG_4745.HEIC,2024-02-14 11:58:04,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164725,4032,3024,2382424,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,11,20240214-115809.heic,IMG_4746.HEIC,2024-02-14 11:58:09,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164725,4032,3024,2317780,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,12,20240214-120241.heic,IMG_4756.HEIC,2024-02-14 12:02:41,元洲,第22座,白田街,元洲,石硖尾,22.33333,114.164117,4032,3024,2034744,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,13,20240214-120328.heic,IMG_4759.HEIC,2024-02-14 12:03:28,元洲,第21座,巴域街,元洲,石硖尾,22.333053,114.164803,4032,3024,1828060,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,14,20240214-120637.heic,IMG_4766.HEIC,2024-02-14 12:06:37,青山道,青山道,青山道,元洲,石硖尾,22.333622,114.163047,4032,3024,4001332,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,15,20240214-120707.heic,IMG_4769.HEIC,2024-02-14 12:07:07,元洲,第22座,白田街,元洲,石硖尾,22.333317,114.164169,4032,3024,2490983,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,16,20240214-120802.heic,IMG_4771.HEIC,2024-02-14 12:08:02,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164711,4032,3024,2509005,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,17,20240214-120816.heic,IMG_4773.HEIC,2024-02-14 12:08:16,元洲,第21座,巴域街,元洲,石硖尾,22.33305,114.164711,4032,3024,2265619,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,18,20240214-120915.heic,IMG_4774.HEIC,2024-02-14 12:09:15,元洲,第21座,巴域街,元洲,石硖尾,22.333045,114.16472,4032,3024,2831955,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,19,20240214-121037.heic,IMG_4776.HEIC,2024-02-14 12:10:37,元洲,第21座,巴域街,元洲,石硖尾,22.333222,114.164519,4032,3024,2116003,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,20,20240214-121315.heic,IMG_4779.HEIC,2024-02-14 12:13:15,美荷楼,美荷楼,巴域街,元洲,石硖尾,22.333917,114.16355,4032,3024,1832213,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,21,20240214-121403.heic,IMG_4782.HEIC,2024-02-14 12:14:03,美荷楼,美荷楼,巴域街,元洲,石硖尾,22.333812,114.163444,4032,3024,1725249,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,22,20240221-153938.heic,IMG_4897.HEIC,2024-02-21 15:39:38,元洲,第19座,石硖尾街,元洲,石硖尾,22.33167,114.166619,4032,3024,2454049,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,23,20240221-154010.heic,IMG_4899.HEIC,2024-02-21 15:40:10,成兴泰粮食,成兴泰粮食,石硖尾街,元洲,石硖尾,22.33152,114.166733,4032,3024,2901348,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,24,20240222-132544.heic,IMG_4924.HEIC,2024-02-22 13:25:44,美山楼,美山楼,巴域街,元洲,石硖尾,22.332372,114.165236,3963,2972,1401312,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,25,20240702-163207.heic,IMG_2286.HEIC,2024-07-02 16:32:07,大坑东,,大坑西街,大坑东,石硖尾,22.333325,114.168913,4032,3024,3126920,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,26,20240705-125338.heic,IMG_2325.HEIC,2024-07-05 12:53:38,伟伦街,伟伦街,伟伦街,白田,石硖尾,22.334512,114.167778,4008,3006,2181984,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,27,20240708-185756.heic,IMG_2363.HEIC,2024-07-08 18:57:56,西九龙机动部队行动基地,西九龙机动部队行动基地,大坑西街,大坑东,石硖尾,22.333572,114.169,3960,2970,1669643,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,28,20240716-211246.heic,IMG_2665.HEIC,2024-07-16 21:12:46,宝血会上智英文书院,宝血会上智英文书院,伟智街,大坑东,石硖尾,22.332408,114.168633,3024,4032,1182539,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,29,20240724-191439.heic,IMG_3206.HEIC,2024-07-24 19:14:39,大坑东,,大坑西街,大坑东,石硖尾,22.33335,114.168945,4032,3024,1304439,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,30,20240802-132752.heic,IMG_3887.HEIC,2024-08-02 13:27:52,中华基督教会铭贤书院,中华基督教会铭贤书院,伟智街,大坑东,石硖尾,22.33203,114.168512,3024,4032,2762942,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,31,20240823-192416.heic,IMG_4145.HEIC,2024-08-23 19:24:16,元洲,,荔枝角道,元洲,深水埗,22.332708,114.157425,4032,3024,943740,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,32,20241006-134853.heic,IMG_4577.HEIC,2024-10-06 13:48:53,南山邨,南山邨,窝仔街,大坑东,石硖尾,22.331513,114.168853,4032,3024,3334525,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,33,20241109-175414.heic,IMG_5169.HEIC,2024-11-09 17:54:14,美如楼,美如楼,伟智街,大坑东,石硖尾,22.333445,114.168663,4032,3024,1114367,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,34,20250110-045202.heic,IMG_0359.heic,2025-01-10 04:52:02,大坑东,,大坑西街,大坑东,石硖尾,22.333412,114.16887,3700,2775,2047760,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,35,20250110-055006.heic,IMG_0364.HEIC,2025-01-10 05:50:06,白田,惠康,南昌街,白田,石硖尾,22.334263,114.167595,4032,3024,1367875,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,36,20250201-124807.heic,IMG_1683.HEIC,2025-02-01 12:48:07,白田,石硖尾邨第1期 Shek Kip Mei Estate Phase 5,南昌街,白田,石硖尾,22.333325,114.168687,4032,3024,1848866,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,37,20250221-121734.heic,IMG_1944.HEIC,2025-02-21 12:17:34,元洲,第23座,窝仔街,元洲,石硖尾,22.33322,114.165597,3259,2444,2052194,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,38,20250309-110350.heic,IMG_2149.HEIC,2025-03-09 11:03:50,白田,基督教香港信义会深信学校第二校舍 The Elchk Faith Lutheran School (Second Campus),南昌街,白田,石硖尾,22.33312,114.166847,3992,2994,2605766,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,39,20250401-192522.heic,IMG_2376.HEIC,2025-04-01 19:25:22,白田,石硖尾邨第1期 Shek Kip Mei Estate Phase 5,南昌街,白田,石硖尾,22.333295,114.168747,3713,2970,1023729,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,40,20250516-072103.heic,IMG_2736.HEIC,2025-05-16 07:21:03,白田,石硖尾邨第1期 Shek Kip Mei Estate Phase 5,大坑西街,白田,石硖尾,22.333347,114.168678,3816,2858,1635456,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,41,20250722-210550.heic,IMG_5485.HEIC,2025-07-22 21:05:50,塘尾,,长沙湾道,塘尾,深水埗,22.328492,114.165267,4032,3024,1995305,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,42,20250730-204242.heic,IMG_5633.HEIC,2025-07-30 20:42:42,乐年花园 Cronin Garden,乐年花园 Cronin Garden,顺宁道,元洲,深水埗,22.33568,114.161911,4032,3024,1495490,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,43,20250809-155832.heic,IMG_5866.HEIC,2025-08-09 15:58:32,大坑东,,大坑西街,大坑东,石硖尾,22.333308,114.169113,4032,3024,1726830,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,44,20250824-220500.heic,IMG_6002.HEIC,2025-08-24 22:05:00,白田,石硖尾邨第1期 Shek Kip Mei Estate Phase 5,南昌街,白田,石硖尾,22.333405,114.168822,4032,3024,1754569,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,45,20251205-142654.jpg,IMG_7284.JPG,2025-12-05 14:26:54,大坑东,,大坑西街,大坑东,石硖尾,22.333422,114.168913,3623,2717,2399391,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,46,20260103-205043.jpg,IMG_7618.JPG,2026-01-03 20:50:43,元洲,第20座,窝仔街,元洲,石硖尾,22.33288,114.166633,4032,3024,2499891,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,47,20260216-120643.jpg,IMG_8335.JPG,2026-02-16 12:06:43,美如楼,美如楼,伟智街,大坑东,石硖尾,22.333538,114.168572,4028,3021,4094555,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,48,20260306-151320.jpg,IMG_8513.JPG,2026-03-06 15:13:20,美如楼,美如楼,伟智街,大坑东,石硖尾,22.33355,114.168587,4032,3024,3367951,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,49,20260313-155743.jpg,IMG_8581.JPG,2026-03-13 15:57:43,深水埗电子特卖城,深水埗电子特卖城,福华街,元洲,深水埗,22.331825,114.161819,4032,3024,5402316,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,50,20260507-110241.jpg,IMG_9268.JPG,2026-05-07 11:02:41,白田,基督教香港信义会深信学校第二校舍 The Elchk Faith Lutheran School (Second Campus),南昌街,白田,石硖尾,22.333278,114.166947,4032,3024,5981814,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,51,20260621-190053.jpg,IMG_9684.JPG,2026-06-21 19:00:53,嘉安大厦,嘉安大厦,白杨街,塘尾,石硖尾,22.32783,114.167638,4032,3024,4167432,kept
shek-kip-mei,石硖尾・深水埗,香港 九龙,52,20260625-131029.jpg,IMG_9718.JPG,2026-06-25 13:10:29,香港盲人辅导会总部大楼,香港盲人辅导会总部大楼,大坑西街,大坑东,石硖尾,22.33413,114.168578,4032,3024,3637665,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,1,20240130-174604.heic,IMG_4400.HEIC,2024-01-30 17:46:04,旺角,旺角,亚皆老街,,旺角,22.318287,114.1697,4032,3024,1515183,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,2,20240928-110048.heic,IMG_4473.HEIC,2024-09-28 11:00:48,渡船角,,窝打老道,渡船角,油麻地,22.312687,114.168512,4032,3024,1281327,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,3,20250327-183129.heic,IMG_2326.HEIC,2025-03-27 18:31:29,海泓道,海泓道,海泓道,渡船角,油麻地,22.312742,114.164605,3024,3024,1439813,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,4,20250425-192943.heic,IMG_2567.HEIC,2025-04-25 19:29:43,渡船角,,海庭道,渡船角,油麻地,22.3128,114.164786,4032,3024,1887864,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,5,20250707-082601.heic,IMG_5346.HEIC,2025-07-07 08:26:01,西区海底隧道,西区海底隧道,西区海底隧道,西九龙,油麻地,22.304942,114.159875,3970,2977,2418549,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,6,20250831-160421.heic,IMG_6209.heic,2025-08-31 16:04:21,高桥アウトレット Takahashi Outlet,高桥アウトレット Takahashi Outlet,弥敦道,,旺角,22.316295,114.170053,4032,3024,2851236,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,7,20250831-163027.heic,IMG_6216.HEIC,2025-08-31 16:30:27,中国银行（香港）,中国银行（香港）,弥敦道,,旺角,22.31628,114.170045,4032,3024,1543686,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,8,20250831-164059.heic,IMG_6222.HEIC,2025-08-31 16:40:59,中国银行（香港）,中国银行（香港）,弥敦道,,旺角,22.316308,114.170053,4032,3024,2917925,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,9,20250831-164955.heic,IMG_6232.HEIC,2025-08-31 16:49:55,高桥アウトレット Takahashi Outlet,高桥アウトレット Takahashi Outlet,弥敦道,,旺角,22.316297,114.170053,3883,2912,1604687,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,10,20250831-174135.heic,IMG_6250.HEIC,2025-08-31 17:41:35,中国银行（香港）,中国银行（香港）,弥敦道,,旺角,22.316338,114.170053,4032,3024,1826199,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,11,20250917-084920.jpg,IMG_6491.JPG,2025-09-17 08:49:20,7-11便利店,7-11便利店,上海街,,旺角,22.313858,114.169312,4032,3024,7360433,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,12,20251016-181934.jpg,IMG_6956.JPG,2025-10-16 18:19:34,海庭道,海庭道,海庭道,渡船角,油麻地,22.312813,114.164483,4032,3024,1916614,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,13,20251020-142111.jpg,IMG_6996.JPG,2025-10-20 14:21:11,海泓道,肯德基,海泓道,,大角咀,22.317562,114.163003,4032,3024,2580957,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,14,20260224-175810.jpg,IMG_8433.JPG,2026-02-24 17:58:10,渡船角,,丽翔道,渡船角,油麻地,22.312708,114.164436,4032,3024,2866483,kept
yaumatei-mongkok,油麻地・旺角,香港 九龙,15,20260703-134507.jpg,IMG_9780.JPG,2026-07-03 13:45:07,牛极,牛极,通菜街,,旺角,22.319095,114.170617,4032,3024,3425298,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,1,20240116-175448.heic,IMG_4043.HEIC,2024-01-16 17:54:48,Tapas bar,Tapas bar,么地道,尖沙咀东,油尖旺区,22.297653,114.177125,4032,3024,3693527,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,2,20240116-183423.heic,IMG_4071.HEIC,2024-01-16 18:34:23,李小龙铜像,李小龙铜像,星光大道,,尖沙咀,22.29562,114.176383,4032,3024,1843957,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,3,20240214-161826.heic,IMG_4806.HEIC,2024-02-14 16:18:26,植丽素商业中心,植丽素商业中心,庙街,尖沙咀,油尖旺区,22.305645,114.169678,4032,3024,2255806,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,4,20240214-170052.heic,IMG_4810.HEIC,2024-02-14 17:00:52,香港历史博物馆,香港历史博物馆,漆咸道南,枪会山,尖沙咀,22.301405,114.177413,1991,1991,486466,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,5,20240223-214200.heic,IMG_5043.HEIC,2024-02-23 21:42:00,香港乐高探索中心,香港乐高探索中心,梳士巴利道,尖沙咀,油尖旺区,22.294263,114.172888,4032,3024,2232967,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,6,20240223-215543.heic,IMG_5049.HEIC,2024-02-23 21:55:43,海港城,海港城,广东道,,尖沙咀,22.294225,114.16842,4032,3024,3408272,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,7,20240223-215833.heic,IMG_5056.HEIC,2024-02-23 21:58:33,九龙公众码头,九龙公众码头,梳士巴利道,尖沙咀,油尖旺区,22.293522,114.169333,4032,3024,2150675,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,8,20240720-192932.heic,IMG_2832.HEIC,2024-07-20 19:29:32,星光大道,,星光大道,,尖沙咀,22.293147,114.172975,3954,2965,1649917,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,9,20240720-193347.heic,IMG_2853.HEIC,2024-07-20 19:33:47,星光大道,,星光大道,,尖沙咀,22.293178,114.172975,4032,3024,1764247,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,10,20240720-193839.heic,IMG_2889.HEIC,2024-07-20 19:38:39,星光大道,星光大道,梳士巴利道,尖沙咀,油尖旺区,22.292913,114.173387,4032,3024,1456537,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,11,20240720-194443.heic,IMG_2913.heic,2024-07-20 19:44:43,星光大道,星光大道,梳士巴利道,尖沙咀,油尖旺区,22.293078,114.174088,3331,2666,1317166,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,12,20240720-195401.heic,IMG_2920.HEIC,2024-07-20 19:54:01,梳士巴利道,梳士巴利道,梳士巴利道,尖沙咀,油尖旺区,22.294592,114.171975,4032,3024,1466905,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,13,20240720-201417.heic,IMG_2954.heic,2024-07-20 20:14:17,Green Common,Green Common,广东道,尖沙咀,油尖旺区,22.294963,114.168297,4032,3024,2273366,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,14,20240720-202336.heic,IMG_2968.HEIC,2024-07-20 20:23:36,海洋中心,海洋中心,广东道,尖沙咀,油尖旺区,22.296063,114.168337,4032,3024,1071805,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,15,20240720-204901.heic,IMG_2971.HEIC,2024-07-20 20:49:01,尖沙咀,,,尖沙咀,油尖旺区,22.293412,114.169525,4032,3024,3318931,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,16,20240720-205322.heic,IMG_2984.HEIC,2024-07-20 20:53:22,尖沙咀,,梳士巴利道,尖沙咀,油尖旺区,22.292995,114.169633,3946,2959,1890551,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,17,20241217-213917.heic,IMG_0149.heic,2024-12-17 21:39:17,尖沙咀,,,尖沙咀,油尖旺区,22.293683,114.173012,3631,2723,1457245,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,18,20241217-213928.heic,IMG_0151.heic,2024-12-17 21:39:28,尖沙咀,,,尖沙咀,油尖旺区,22.29367,114.17308,4032,3024,1839475,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,19,20250727-154730.heic,IMG_5535.HEIC,2025-07-27 15:47:30,海防道临时垃圾站,海防道临时垃圾站,海防道,尖沙咀,油尖旺区,22.298187,114.169913,4032,3024,2269388,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,20,20250727-154734.heic,IMG_5537.HEIC,2025-07-27 15:47:34,海防道临时垃圾站,海防道临时垃圾站,海防道,尖沙咀,油尖旺区,22.298187,114.169913,4032,3024,1862396,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,21,20251010-191058.jpg,IMG_6860.JPG,2025-10-10 19:10:58,G.Bar Gelato,G.Bar Gelato,梳士巴利道,尖沙咀,油尖旺区,22.29397,114.175287,4032,3024,5854004,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,22,20251010-192033.jpg,IMG_6864.JPG,2025-10-10 19:20:33,洲立影艺,洲立影艺,梳士巴利道,尖沙咀,油尖旺区,22.294163,114.174662,4032,3024,2027857,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,23,20251010-214146.jpg,IMG_6870.JPG,2025-10-10 21:41:46,星光大道,星光大道,梳士巴利道,尖沙咀,油尖旺区,22.293247,114.17472,4032,3024,3384863,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,24,20251010-220317.jpg,IMG_6884.jpg,2025-10-10 22:03:17,尖沙咀东,,,尖沙咀东,油尖旺区,22.29607,114.17692,3586,2690,3066176,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,25,20251223-155742.jpg,IMG_7471.JPG,2025-12-23 15:57:42,K11 ARTUS 寓馆,K11 ARTUS 寓馆,星光大道,,尖沙咀,22.294212,114.17427,4032,3024,4380005,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,26,20251223-185041.jpg,IMG_7483.JPG,2025-12-23 18:50:41,尖沙咀,,梳士巴利道,尖沙咀,油尖旺区,22.294203,114.174505,3024,4032,2339967,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,27,20251223-190234.jpg,IMG_7503.JPG,2025-12-23 19:02:34,星光大道,星光大道,梳士巴利道,,尖沙咀,22.293088,114.174492,3910,2932,4483702,kept
tsim-sha-tsui,尖沙咀・星光大道,香港 九龙,28,20260123-175623.jpg,IMG_7865.JPG,2026-01-23 17:56:23,星光大道,星光大道,梳士巴利道,尖沙咀,油尖旺区,22.293247,114.173058,4032,3024,3113061,kept
hung-hom,红磡・何文田,香港 九龙,1,20240214-133834.heic,IMG_4795.HEIC,2024-02-14 13:38:34,邓镜波学校,邓镜波学校,天光道,靠背垄,何文田,22.320075,114.184495,4032,3024,2834254,kept
hung-hom,红磡・何文田,香港 九龙,2,20240214-133856.heic,IMG_4796.HEIC,2024-02-14 13:38:56,进教之佑堂区-进教之佑堂,进教之佑堂区-进教之佑堂,天光道,靠背垄,何文田,22.320192,114.18477,3024,4032,3227299,kept
hung-hom,红磡・何文田,香港 九龙,3,20240214-134113.heic,IMG_4801.HEIC,2024-02-14 13:41:13,进教之佑堂区-进教之佑堂,进教之佑堂区-进教之佑堂,天光道,靠背垄,何文田,22.32048,114.185067,3963,2972,2866802,kept
hung-hom,红磡・何文田,香港 九龙,4,20240214-141139.heic,IMG_4803.HEIC,2024-02-14 14:11:39,何文田站,何文田站,忠孝街,老龙坑,红磡,22.308975,114.181503,4032,3024,1285755,kept
hung-hom,红磡・何文田,香港 九龙,5,20260404-173220.jpg,IMG_8899.JPG,2026-04-04 17:32:20,红磡湾,,,红磡湾,油尖旺区,22.299803,114.186753,4032,3024,4568138,kept
hung-hom,红磡・何文田,香港 九龙,6,20260404-174038.jpg,IMG_8913.JPG,2026-04-04 17:40:38,红磡货运码头,红磡货运码头,红磡绕道,尖沙咀东,油尖旺区,22.298713,114.182962,4032,3024,2870717,kept
hung-hom,红磡・何文田,香港 九龙,7,20260404-174540.jpg,IMG_8930.JPG,2026-04-04 17:45:40,红磡货运码头,红磡货运码头,红磡绕道,尖沙咀东,油尖旺区,22.298278,114.182738,4032,3024,5143117,kept
hung-hom,红磡・何文田,香港 九龙,8,20260404-175458.jpg,IMG_8939.JPG,2026-04-04 17:54:58,红磡货运码头,红磡货运码头,红磡绕道,尖沙咀东,油尖旺区,22.29958,114.1828,4032,3024,3004857,kept
hung-hom,红磡・何文田,香港 九龙,9,20260404-175652.jpg,IMG_8948.JPG,2026-04-04 17:56:52,红磡绕道,红磡绕道,红磡绕道,尖沙咀东,油尖旺区,22.299313,114.181695,4032,3024,2802264,kept
polyu,香港理工大学,香港 九龙,1,20240921-112615.heic,IMG_4375.HEIC,2024-09-21 11:26:15,香港理工大学西九龙校园,香港理工大学西九龙校园,海庭道,渡船角,油麻地,22.312703,114.164878,4032,3024,1689132,kept
polyu,香港理工大学,香港 九龙,2,20240928-193602.heic,IMG_4488.HEIC,2024-09-28 19:36:02,红磡湾,,育才道,红磡湾,油尖旺区,22.305212,114.179138,3024,3024,1202885,kept
polyu,香港理工大学,香港 九龙,3,20240928-194408.heic,IMG_4501.HEIC,2024-09-28 19:44:08,红磡湾,,育才道,红磡湾,油尖旺区,22.303528,114.180397,4032,3024,2135326,kept
polyu,香港理工大学,香港 九龙,4,20240930-192105.heic,IMG_4515.HEIC,2024-09-30 19:21:05,香港理工大学西九龙校园,香港理工大学西九龙校园,海庭道,渡船角,油麻地,22.312697,114.165031,4032,3024,1294053,kept
polyu,香港理工大学,香港 九龙,5,20241005-122048.heic,IMG_4563.HEIC,2024-10-05 12:20:48,渡船角,,海庭道,渡船角,油麻地,22.312737,114.165283,4032,3024,2139274,kept
